population,zipcode,State_Name,County,City,Place,Type,Mean,Median,Stdev,Topic_Mortality,Data_Value_Mortality
12118,89138,Nevada,Churchill County,Las Vegas,Fallon city,Track,120570,112933,68916,Heart Disease Mortality,436.3
24144,89135,Nevada,Churchill County,Las Vegas,Fallon city,Track,106885,77614,75129,Heart Disease Mortality,436.3
39712,89148,Nevada,Churchill County,Las Vegas,Fallon city,Track,67752,62905,39660,Heart Disease Mortality,436.3
15275,89027,Nevada,Churchill County,Mesquite,Fallon city,Track,58673,50438,42151,Heart Disease Mortality,436.3
13236,89460,Nevada,Churchill County,Gardnerville,Fallon city,Track,57767,47947,52433,Heart Disease Mortality,436.3
13346,89815,Nevada,Churchill County,Spring Creek,Fallon city,Track,91493,300000,61138,Heart Disease Mortality,436.3
432,89425,Nevada,Churchill County,Orovada,Fallon city,Track,84119,73878,59087,Heart Disease Mortality,436.3
16114,89445,Nevada,Churchill County,Winnemucca,Fallon city,Track,114277,300000,58477,Heart Disease Mortality,436.3
1224,89001,Nevada,Churchill County,Alamo,Fallon city,Track,51961,30901,43461,Heart Disease Mortality,436.3
7627,89429,Nevada,Churchill County,Silver Springs,Fallon city,Track,56993,48937,44647,Heart Disease Mortality,436.3
10227,89060,Nevada,Churchill County,Pahrump,Fallon city,Track,45456,39746,31146,Heart Disease Mortality,436.3
5252,89061,Nevada,Churchill County,Pahrump,Fallon city,Track,42011,35488,34964,Heart Disease Mortality,436.3
7606,89301,Nevada,Churchill County,Ely,Fallon city,Track,81646,68338,57227,Heart Disease Mortality,436.3
4969,89705,Nevada,Churchill County,Carson City,Fallon city,Track,129650,113134,73221,Heart Disease Mortality,436.3
14260,89044,Nevada,Churchill County,Henderson,Fallon city,Track,76781,64716,60815,Heart Disease Mortality,436.3
27588,89178,Nevada,Churchill County,Las Vegas,Fallon city,Track,97198,87597,49990,Heart Disease Mortality,436.3
1408,89316,Nevada,Churchill County,Eureka,Fallon city,Track,67208,61172,46212,Heart Disease Mortality,436.3
19626,89408,Nevada,Churchill County,Fernley,Fallon city,Track,48819,44246,35038,Heart Disease Mortality,436.3
158,89314,Nevada,Churchill County,Duckwater,Fallon city,Track,77643,72359,54445,Heart Disease Mortality,436.3
5150,89419,Nevada,Churchill County,Lovelock,Fallon city,Track,56496,45525,41280,Heart Disease Mortality,436.3
1417,89439,Nevada,Churchill County,Verdi,Fallon city,Track,101010,75755,75997,Heart Disease Mortality,436.3
8930,89451,Nevada,Churchill County,Incline Village,Fallon city,Track,69853,63884,52454,Heart Disease Mortality,436.3
2526,3574,New Hampshire,Grafton County,Bethlehem,Bethlehem,CDP,56566,46258,49354,Heart Disease Mortality,279.3
4836,3242,New Hampshire,Merrimack County,Henniker,Henniker,CDP,65132,65708,50240,Heart Disease Mortality,289.5
4040,3851,New Hampshire,Strafford County,Milton,Milton,CDP,52933,51834,33600,Heart Disease Mortality,282.2
1966,3774,New Hampshire,Grafton County,North Haverhill,North Haverhill,CDP,71281,300000,33826,Heart Disease Mortality,279.3
4278,3862,New Hampshire,Belknap County,North Hampton,Alton,Track,103240,88684,65911,Heart Disease Mortality,298.1
9006,3857,New Hampshire,Belknap County,Newmarket,Alton,Track,91109,77219,63488,Heart Disease Mortality,298.1
4603,3858,New Hampshire,Belknap County,Newton,Alton,Track,87585,89390,53957,Heart Disease Mortality,298.1
6020,3848,New Hampshire,Belknap County,Kingston,Alton,Track,99536,88243,60807,Heart Disease Mortality,298.1
4330,3861,New Hampshire,Belknap County,Lee,Alton,Track,90551,83414,52360,Heart Disease Mortality,298.1
30039,3820,New Hampshire,Belknap County,Dover,Alton,Track,65210,41942,55077,Heart Disease Mortality,298.1
11824,3878,New Hampshire,Belknap County,Somersworth,Alton,Track,87641,80878,53101,Heart Disease Mortality,298.1
8512,3825,New Hampshire,Belknap County,Barrington,Alton,Track,81351,52174,62596,Heart Disease Mortality,298.1
524,3770,New Hampshire,Belknap County,Meriden,Alton,Track,98971,80499,63527,Heart Disease Mortality,298.1
7841,3773,New Hampshire,Belknap County,Newport,Alton,Track,67382,61615,46265,Heart Disease Mortality,298.1
14103,3743,New Hampshire,Belknap County,Claremont,Alton,Track,56451,50668,41795,Heart Disease Mortality,298.1
2692,3440,New Hampshire,Belknap County,Antrim,Alton,Track,72228,65483,51697,Heart Disease Mortality,298.1
15524,3303,New Hampshire,Belknap County,Penacook,Alton,Track,82095,72747,53335,Heart Disease Mortality,298.1
2952,3278,New Hampshire,Belknap County,Warner,Alton,Track,84167,69979,59738,Heart Disease Mortality,298.1
4263,3044,New Hampshire,Belknap County,Fremont,Alton,Track,100683,90088,56323,Heart Disease Mortality,298.1
2329,3814,New Hampshire,Belknap County,Ctr. Ossipee,Alton,Track,57139,44873,48290,Heart Disease Mortality,298.1
7261,3885,New Hampshire,Belknap County,Stratham,Alton,Track,124010,300000,77275,Heart Disease Mortality,298.1
13592,3087,New Hampshire,Belknap County,Windham,Alton,Track,120736,111646,72366,Heart Disease Mortality,298.1
14638,3824,New Hampshire,Belknap County,Durham,Alton,Track,78689,57940,73748,Heart Disease Mortality,298.1
2469,3869,New Hampshire,Belknap County,Rollinsford,Alton,Track,80179,62678,58198,Heart Disease Mortality,298.1
3964,3884,New Hampshire,Belknap County,Strafford,Alton,Track,97931,93036,59910,Heart Disease Mortality,298.1
3660,3225,New Hampshire,Belknap County,Ctr. Barnstead,Alton,Track,79446,300000,44726,Heart Disease Mortality,298.1
3716,3809,New Hampshire,Belknap County,Alton,Alton,Track,68661,64461,55084,Heart Disease Mortality,298.1
4056,3860,New Hampshire,Belknap County,North Conway,Alton,Track,51431,45910,28766,Heart Disease Mortality,298.1
2112,3886,New Hampshire,Belknap County,Tamworth,Alton,Track,52830,47711,32327,Heart Disease Mortality,298.1
1368,3816,New Hampshire,Belknap County,Ctr. Tuftonboro,Alton,Track,75274,66794,50646,Heart Disease Mortality,298.1
852,3457,New Hampshire,Belknap County,Nelson,Alton,Track,77114,70063,45984,Heart Disease Mortality,298.1
6285,3446,New Hampshire,Belknap County,E. Swanzey,Alton,Track,91507,86837,50843,Heart Disease Mortality,298.1
2577,3582,New Hampshire,Belknap County,Stark,Alton,Track,44553,35928,38060,Heart Disease Mortality,298.1
10051,3570,New Hampshire,Belknap County,Berlin,Alton,Track,36446,31006,26429,Heart Disease Mortality,298.1
3230,3581,New Hampshire,Belknap County,Gorham,Alton,Track,68583,300000,60334,Heart Disease Mortality,298.1
5939,3561,New Hampshire,Belknap County,Littleton,Alton,Track,44188,21085,66152,Heart Disease Mortality,298.1
790,3779,New Hampshire,Belknap County,Piermont,Alton,Track,70467,58219,54979,Heart Disease Mortality,298.1
7468,3264,New Hampshire,Belknap County,Plymouth,Alton,Track,40741,30731,34400,Heart Disease Mortality,298.1
1107,3583,New Hampshire,Belknap County,Jefferson,Alton,Track,67882,55299,55917,Heart Disease Mortality,298.1
5353,3222,New Hampshire,Belknap County,Bristol,Alton,Track,38231,31227,26572,Heart Disease Mortality,298.1
10538,3755,New Hampshire,Belknap County,Hanover,Alton,Track,157407,300000,72264,Heart Disease Mortality,298.1
10314,3109,New Hampshire,Belknap County,Manchester,Alton,Track,94296,300000,57005,Heart Disease Mortality,298.1
4208,3741,New Hampshire,Belknap County,Canaan,Alton,Track,97511,75710,74015,Heart Disease Mortality,298.1
21203,3110,New Hampshire,Belknap County,Bedford,Alton,Track,123333,104997,85273,Heart Disease Mortality,298.1
16216,3063,New Hampshire,Belknap County,Nashua,Alton,Track,79770,72306,56667,Heart Disease Mortality,298.1
24480,3051,New Hampshire,Belknap County,Hudson,Alton,Track,84957,300000,36707,Heart Disease Mortality,298.1
11247,3031,New Hampshire,Belknap County,Amherst,Alton,Track,109143,104111,66620,Heart Disease Mortality,298.1
7688,3049,New Hampshire,Belknap County,Hollis,Alton,Track,118896,300000,87063,Heart Disease Mortality,298.1
1573,3043,New Hampshire,Belknap County,Francestown,Alton,Track,76762,67349,50845,Heart Disease Mortality,298.1
6643,3458,New Hampshire,Belknap County,Peterborough,Alton,Track,44942,37413,33127,Heart Disease Mortality,298.1
12897,3076,New Hampshire,Belknap County,Pelham,Alton,Track,122178,300000,61762,Heart Disease Mortality,298.1
13374,3106,New Hampshire,Belknap County,Hooksett,Alton,Track,110111,300000,59981,Heart Disease Mortality,298.1
5334,3307,New Hampshire,Belknap County,Loudon,Alton,Track,71785,60482,54540,Heart Disease Mortality,298.1
5589,3229,New Hampshire,Belknap County,Contoocook,Alton,Track,126550,103126,83864,Heart Disease Mortality,298.1
4455,3257,New Hampshire,Belknap County,New London,Alton,Track,96158,107181,58902,Heart Disease Mortality,298.1
8562,3235,New Hampshire,Belknap County,Franklin,Alton,Track,49184,30399,40144,Heart Disease Mortality,298.1
5711,3873,New Hampshire,Belknap County,Sandown,Alton,Track,95817,78345,67174,Heart Disease Mortality,298.1
4219,3037,New Hampshire,Belknap County,Deerfield,Alton,Track,85338,77621,52579,Heart Disease Mortality,298.1
8776,3874,New Hampshire,Belknap County,Seabrook,Alton,Track,56797,300000,52285,Heart Disease Mortality,298.1
925,8247,New Jersey,Cape May County,Stone Harbor,Stone Harbor,Borough,103736,79443,81992,Heart Disease Mortality,394.5
8559,7930,New Jersey,Morris County,Chester,Chester,Borough,113362,95750,82430,Heart Disease Mortality,408.6
8559,7930,New Jersey,Morris County,Chester,Chester,Borough,113362,95750,82430,Heart Disease Mortality,286.8
8559,7930,New Jersey,Morris County,Chester,Chester,Borough,113362,95750,82430,Heart Disease Mortality,326.3
4264,7737,New Jersey,Monmouth County,Leonardo,Leonardo,CDP,82880,59728,64542,Heart Disease Mortality,307.4
12578,8736,New Jersey,Monmouth County,Manasquan,Manasquan,Borough,110852,94395,74453,Heart Disease Mortality,307.4
5730,7648,New Jersey,Bergen County,Norwood,Norwood,Borough,118113,94877,81967,Heart Disease Mortality,277.7
2456,7439,New Jersey,Sussex County,Ogdensburg,Ogdensburg,Borough,91850,80611,58350,Heart Disease Mortality,421.9
2456,7439,New Jersey,Sussex County,Ogdensburg,Ogdensburg,Borough,91850,80611,58350,Heart Disease Mortality,340.8
2456,7439,New Jersey,Sussex County,Ogdensburg,Ogdensburg,Borough,91850,80611,58350,Heart Disease Mortality,356.8
2766,7077,New Jersey,Middlesex County,Sewaren,Sewaren,CDP,94519,73955,64313,Heart Disease Mortality,300.2
2766,7077,New Jersey,Middlesex County,Sewaren,Sewaren,CDP,94519,73955,64313,Heart Disease Mortality,307
2766,7077,New Jersey,Middlesex County,Sewaren,Sewaren,CDP,94519,73955,64313,Heart Disease Mortality,237.4
2766,7077,New Jersey,Middlesex County,Sewaren,Sewaren,CDP,94519,73955,64313,Heart Disease Mortality,286.7
5532,8551,New Jersey,Atlantic County,Ringoes,Absecon city,Track,121976,114165,75121,Heart Disease Mortality,380.5
22723,8619,New Jersey,Atlantic County,Hamilton,Absecon city,Track,66704,56331,48873,Heart Disease Mortality,380.5
8257,8884,New Jersey,Atlantic County,Spotswood,Absecon city,Track,87362,79622,64794,Heart Disease Mortality,380.5
5356,7757,New Jersey,Atlantic County,Oceanport,Absecon city,Track,101124,91397,72964,Heart Disease Mortality,380.5
8097,7764,New Jersey,Atlantic County,West Long Branch,Absecon city,Track,101849,75768,74692,Heart Disease Mortality,380.5
3528,8750,New Jersey,Atlantic County,Sea Girt,Absecon city,Track,101032,81946,71204,Heart Disease Mortality,380.5
2010,8740,New Jersey,Atlantic County,Ocean Gate,Absecon city,Track,73310,70087,54133,Heart Disease Mortality,380.5
4942,7420,New Jersey,Atlantic County,Haskell,Absecon city,Track,88810,80856,55371,Heart Disease Mortality,380.5
12702,8318,New Jersey,Atlantic County,Elmer,Absecon city,Track,80261,73055,49831,Heart Disease Mortality,380.5
6881,8869,New Jersey,Atlantic County,Raritan,Absecon city,Track,77418,60976,60318,Heart Disease Mortality,380.5
7534,7924,New Jersey,Atlantic County,Bernardsville,Absecon city,Track,134879,120693,80716,Heart Disease Mortality,380.5
7439,7421,New Jersey,Atlantic County,Hewitt,Absecon city,Track,105216,106833,52815,Heart Disease Mortality,380.5
9160,7419,New Jersey,Atlantic County,Hamburg,Absecon city,Track,95543,89353,55974,Heart Disease Mortality,380.5
13442,8215,New Jersey,Atlantic County,Egg Harbor,Absecon city,Track,61898,40199,46603,Heart Disease Mortality,380.5
28626,8205,New Jersey,Atlantic County,Galloway,Absecon city,Track,75022,53724,64549,Heart Disease Mortality,380.5
70,8217,New Jersey,Atlantic County,Elwood,Absecon city,Track,80252,66806,45095,Heart Disease Mortality,380.5
24308,8037,New Jersey,Atlantic County,Hammonton,Absecon city,Track,82032,300000,64433,Heart Disease Mortality,380.5
28167,8330,New Jersey,Atlantic County,Mays Landing,Absecon city,Track,92791,300000,64533,Heart Disease Mortality,380.5
8659,8225,New Jersey,Atlantic County,Northfield,Absecon city,Track,63763,49448,51819,Heart Disease Mortality,380.5
10849,8244,New Jersey,Atlantic County,Somers Point,Absecon city,Track,58700,43374,53576,Heart Disease Mortality,380.5
6354,8402,New Jersey,Atlantic County,Margate,Absecon city,Track,117957,300000,74118,Heart Disease Mortality,380.5
10650,8406,New Jersey,Atlantic County,Ventnor,Absecon city,Track,77052,68271,61761,Heart Disease Mortality,380.5
6494,7401,New Jersey,Atlantic County,Allendale,Absecon city,Track,120255,116804,92850,Heart Disease Mortality,380.5
5152,7647,New Jersey,Atlantic County,Northvale,Absecon city,Track,106081,101809,68988,Heart Disease Mortality,380.5
8187,7603,New Jersey,Atlantic County,Bogota,Absecon city,Track,110861,90459,71580,Heart Disease Mortality,380.5
8537,7626,New Jersey,Atlantic County,Cresskill,Absecon city,Track,119483,300000,71875,Heart Disease Mortality,380.5
3382,7641,New Jersey,Atlantic County,Haworth,Absecon city,Track,160653,300000,75899,Heart Disease Mortality,380.5
8913,7073,New Jersey,Atlantic County,East Rutherford,Absecon city,Track,103257,86815,63321,Heart Disease Mortality,380.5
13835,7022,New Jersey,Atlantic County,Fairview,Absecon city,Track,56536,27213,56465,Heart Disease Mortality,380.5
11601,7452,New Jersey,Atlantic County,Glen Rock,Absecon city,Track,165661,300000,84293,Heart Disease Mortality,380.5
11842,7604,New Jersey,Atlantic County,Hasbrouck Heights,Absecon city,Track,74523,59333,59726,Heart Disease Mortality,380.5
10207,7642,New Jersey,Atlantic County,Hillsdale,Absecon city,Track,87400,43573,89411,Heart Disease Mortality,380.5
7398,8065,New Jersey,Atlantic County,Palmyra,Absecon city,Track,96638,76188,70753,Heart Disease Mortality,380.5
4078,7423,New Jersey,Atlantic County,Ho  Ho  Kus,Absecon city,Track,142600,300000,75496,Heart Disease Mortality,380.5
10626,7643,New Jersey,Atlantic County,Little Ferry,Absecon city,Track,74703,69275,57136,Heart Disease Mortality,380.5
9555,7607,New Jersey,Atlantic County,Maywood,Absecon city,Track,101057,300000,57171,Heart Disease Mortality,380.5
12754,7436,New Jersey,Atlantic County,Oakland,Absecon city,Track,164415,300000,64778,Heart Disease Mortality,380.5
7978,7649,New Jersey,Atlantic County,Oradell,Absecon city,Track,121729,300000,69093,Heart Disease Mortality,380.5
19601,7650,New Jersey,Atlantic County,Palisades Park,Absecon city,Track,87153,86165,60565,Heart Disease Mortality,380.5
14484,7446,New Jersey,Atlantic County,Ramsey,Absecon city,Track,119641,300000,70402,Heart Disease Mortality,380.5
18061,7070,New Jersey,Atlantic County,Rutherford,Absecon city,Track,89306,300000,58905,Heart Disease Mortality,380.5
9615,7463,New Jersey,Atlantic County,Waldwick,Absecon city,Track,126015,118775,69732,Heart Disease Mortality,380.5
11335,7057,New Jersey,Atlantic County,Wallington,Absecon city,Track,64150,61669,49298,Heart Disease Mortality,380.5
3553,8641,New Jersey,Atlantic County,Joint Base Mdl,Absecon city,Track,62484,54618,33015,Heart Disease Mortality,380.5
18307,8077,New Jersey,Atlantic County,Cinnaminson,Absecon city,Track,94544,300000,75668,Heart Disease Mortality,380.5
11539,8010,New Jersey,Atlantic County,Edgewater Park,Absecon city,Track,91791,300000,42389,Heart Disease Mortality,380.5
3818,8554,New Jersey,Atlantic County,Roebling,Absecon city,Track,86753,81055,57782,Heart Disease Mortality,380.5
20763,8015,New Jersey,Atlantic County,Browns Mills,Absecon city,Track,66416,57154,46454,Heart Disease Mortality,380.5
6727,8068,New Jersey,Atlantic County,Pemberton,Absecon city,Track,76594,67184,53948,Heart Disease Mortality,380.5
5917,8036,New Jersey,Atlantic County,Hainesport,Absecon city,Track,130359,123393,72546,Heart Disease Mortality,380.5
925,8019,New Jersey,Atlantic County,Chatsworth,Absecon city,Track,79895,67064,55929,Heart Disease Mortality,380.5
23851,8104,New Jersey,Atlantic County,Camden,Absecon city,Track,37414,30744,27809,Heart Disease Mortality,380.5
9874,8106,New Jersey,Atlantic County,Audubon,Absecon city,Track,89741,300000,68465,Heart Disease Mortality,380.5
7566,8035,New Jersey,Atlantic County,Haddon Heights,Absecon city,Track,112693,300000,74686,Heart Disease Mortality,380.5
11584,8031,New Jersey,Atlantic County,Bellmawr,Absecon city,Track,65010,58826,46367,Heart Disease Mortality,380.5
8385,8078,New Jersey,Atlantic County,Runnemede,Absecon city,Track,55350,60220,34763,Heart Disease Mortality,380.5
5612,8059,New Jersey,Atlantic County,Mount Ephraim,Absecon city,Track,94124,300000,42578,Heart Disease Mortality,380.5
11701,8226,New Jersey,Atlantic County,Ocean City,Absecon city,Track,112218,74310,85918,Heart Disease Mortality,380.5
8492,8270,New Jersey,Atlantic County,Woodbine,Absecon city,Track,72986,66550,51650,Heart Disease Mortality,380.5
804,8323,New Jersey,Atlantic County,Greenwich,Absecon city,Track,80564,70491,53895,Heart Disease Mortality,380.5
17352,8361,New Jersey,Atlantic County,Vineland,Absecon city,Track,98474,81543,69762,Heart Disease Mortality,380.5
7618,7028,New Jersey,Atlantic County,Glen Ridge,Absecon city,Track,125910,300000,73139,Heart Disease Mortality,380.5
16316,7079,New Jersey,Atlantic County,S Orange,Absecon city,Track,166307,300000,85131,Heart Disease Mortality,380.5
13250,7078,New Jersey,Atlantic County,Short Hills,Absecon city,Track,216503,300000,56951,Heart Disease Mortality,380.5
6868,7041,New Jersey,Atlantic County,Millburn,Absecon city,Track,124954,300000,75313,Heart Disease Mortality,380.5
2091,7021,New Jersey,Atlantic County,Essex Fells,Absecon city,Track,166235,158471,76888,Heart Disease Mortality,380.5
13584,7044,New Jersey,Atlantic County,Verona,Absecon city,Track,161195,300000,74783,Heart Disease Mortality,380.5
8437,8066,New Jersey,Atlantic County,Paulsboro,Absecon city,Track,29229,300000,21597,Heart Disease Mortality,380.5
4736,8056,New Jersey,Atlantic County,Mickleton,Absecon city,Track,121251,112554,69679,Heart Disease Mortality,380.5
4784,8029,New Jersey,Atlantic County,Glendora,Absecon city,Track,55767,49959,40938,Heart Disease Mortality,380.5
9741,8093,New Jersey,Atlantic County,Westville,Absecon city,Track,65101,63124,41639,Heart Disease Mortality,380.5
7875,8312,New Jersey,Atlantic County,Clayton,Absecon city,Track,86719,300000,74152,Heart Disease Mortality,380.5
5847,8344,New Jersey,Atlantic County,Newfield,Absecon city,Track,81965,72623,57525,Heart Disease Mortality,380.5
18737,8085,New Jersey,Atlantic County,Swedesboro,Absecon city,Track,84951,78913,56901,Heart Disease Mortality,380.5
16264,7094,New Jersey,Atlantic County,Secaucus,Absecon city,Track,90323,82651,51485,Heart Disease Mortality,380.5
6503,7830,New Jersey,Atlantic County,Califon,Absecon city,Track,165370,174383,74628,Heart Disease Mortality,380.5
4629,8827,New Jersey,Atlantic County,Hampton,Absecon city,Track,113227,92543,77576,Heart Disease Mortality,380.5
5042,8867,New Jersey,Atlantic County,Pittstown,Absecon city,Track,88760,79900,60517,Heart Disease Mortality,380.5
3725,8829,New Jersey,Atlantic County,High Bridge,Absecon city,Track,110221,104639,65233,Heart Disease Mortality,380.5
