Company Name,Address,City,State,County,Employee Count,Annual Sales,Industry,Zip1
New Fitness Concept,1000 S Pointe Dr Apt 1001,Miami Beach,FL,Miami-Dade,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33139
Mirador 1000,1000 West Ave Ofc,Miami Beach,FL,Miami-Dade,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33139
Lapis Spa At Fontainebleau,4441 Collins Ave,Miami Beach,FL,Miami-Dade,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,33140
24 Hour Fitness,9800 W Atlantic Blvd,Coral Springs,FL,Broward,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33071
Mandara Spa,770 S Dixie Hwy Ste 200,Coral Gables,FL,Miami-Dade,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33146
David Barton Gym,2323 Collins Ave,Miami Beach,FL,Miami-Dade,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,33139
Workout Spot,2875 Oak Ave,Miami,FL,Miami-Dade,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,33133
My Derma Clinic Day Spa,8517 Sw 136th St,Pinecrest,FL,Miami-Dade,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,33156
Planet Fitness,1630 Ne 163rd St,North Miami Beach,FL,Miami-Dade,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33162
You Fit Health Clubs,1617 Sw 107th Ave,Miami,FL,Miami-Dade,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33165
You Fit Health Clubs,1605 Sw 107th Ave,Miami,FL,Miami-Dade,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,33165
You Fit Health Club,15451 Sw 13th Ln,Sunrise,FL,Broward,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33326
My Gym,1051 S University Dr,Plantation,FL,Broward,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33324
Orangetheory Fitness,1833 Cordova Rd,Fort Lauderdale,FL,Broward,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33316
Smart Bodies,3045 N Federal Hwy Ste 60,Ft Lauderdale,FL,Broward,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33306
La Fitness,2701 S University Dr,Davie,FL,Broward,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33328
Ellen's Ultimate Work Out,5173 S University Dr,Davie,FL,Broward,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33328
Planet Fitness,10463 Southern Blvd,Royal Palm Beach,FL,Palm Beach,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33411
La Fitness,1000 E Hillsboro Blvd Ste 100,Deerfield Beach,FL,Broward,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33441
La Fitness,1925 N Military Trl,West Palm Bch,FL,Palm Beach,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33409
Elite Fitness Boca,499 Ne Spanish River Blvd,Boca Raton,FL,Palm Beach,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33431
N Spa,810 Bamboo Ln,Delray Beach,FL,Palm Beach,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33483
Delray Fitness,7561 Monarch Ct,Delray Beach,FL,Palm Beach,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33446
Custom Built Personal Training,1309 W Palmetto Park Rd,Boca Raton,FL,Palm Beach,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33486
La Fitness,2890 Providence Lakes Blvd,Brandon,FL,Hillsborough,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33511
"Hurless, Alyssa M Pt",17419 Bridge Hill Ct,Tampa,FL,Hillsborough,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33647
Arbor Greene Community Ctr,18000 Arbor Greene Dr,Tampa,FL,Hillsborough,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33647
"Rademaker, Bart Md",11932 Sheldon Rd,Tampa,FL,Hillsborough,1 To 10,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,33626
Snap Fitness,236 Harbor Village Ln,Apollo Beach,FL,Hillsborough,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33572
La Fitness,3248 Lithia Pinecrest Rd,Valrico,FL,Hillsborough,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33596
Planet Fitness,4802 Gunn Hwy Ste 140,Tampa,FL,Hillsborough,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33624
Serenbe Day Spa,6402 E Fowler Ave,Tampa,FL,Hillsborough,10 To 19,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,33617
Bally Total Fitness,4340 W Hillsborough Ave,Tampa,FL,Hillsborough,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33614
Youfit West Bradenton,5574 Cortez Rd W,Bradenton,FL,Manatee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34210
Cross Fit St Pete,2740 25th St N,St Petersburg,FL,Pinellas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33713
Planet Fitness,15501 Old Mcgregor Blvd Ste 1,Fort Myers,FL,Lee,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,33908
Colonial Country Club,9181 Independence Way,Fort Myers,FL,Lee,1 To 10,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33913
Gold's Gym,5636 Cypress Gardens Blvd,Winter Haven,FL,Polk,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33884
Gold's Gym,3625 S Florida Ave,Lakeland,FL,Polk,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33803
Youfit Clearwater,1685 Gulf To Bay Blvd,Clearwater,FL,Pinellas,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,33755
Gold's Gym,1013 Cape Coral Pkwy E,Cape Coral,FL,Lee,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,33904
Curves,1426 Cape Coral Pkwy E,Cape Coral,FL,Lee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33904
La Fitness,10781 Park Blvd,Seminole,FL,Pinellas,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,33772
Snap Fitness,20041 S Tamiami Trl Ste 16,Estero,FL,Lee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33928
Fitness Together,927 Us Highway 27 N,Sebring,FL,Highlands,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33870
Custom Built Personal Training,2480 E Bay Dr,Largo,FL,Pinellas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33771
Planet Fitness,6605 Manatee Ave W,Bradenton,FL,Manatee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34209
Shortcut To Fitness,6737 Manatee Ave W,Bradenton,FL,Manatee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34209
Balance Pilates & Yoga,7463 Manatee Ave W,Bradenton,FL,Manatee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34209
Snap Fitness,3541 53rd Ave W,Bradenton,FL,Manatee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34210
Fit 2 Run,8249 Cooper Creek Blvd,Bradenton,FL,Manatee,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,34201
County Of Collier,631 York Ter,Naples,FL,Collier,1 To 10,Unknown,Exercise Facilities,34109
Sanibel Health Club,975 Rabbit Rd Ste A1,Sanibel,FL,Lee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,33957
World Gym,1334 Homestead Rd N,Lehigh Acres,FL,Lee,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,33936
New Image Fitness Inc,9110 Bonita Beach Rd Se,Bonita Springs,FL,Lee,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34135
You Fit Naples,4133 Tamiami Trl N,Naples,FL,Collier,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,34103
Naples Grande Golf Club,7540 Golden Gate Pkwy,Naples,FL,Collier,100 To 249,$10 To 20 Million,Fitness & Recreational Sports Centers,34105
Fitness Inside & Out Llc,4760 Tamiami Trl N Ste 1,Naples,FL,Collier,1 To 10,"Less Than $500,000",Exercise Facilities,34103
Planet Fitness,30701 Us Highway 19 N,Palm Harbor,FL,Pinellas,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,34684
Suncoast Pilates-Pers Training,34080 Us Highway 19 N,Palm Harbor,FL,Pinellas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34684
Planet Fitness,3233 Se Maricamp Rd Ste 500,Ocala,FL,Marion,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,34471
Serendipity Racquet Club,3600 Torrey Pines Blvd,Sarasota,FL,Sarasota,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,34238
Mark Angel Salon & Spa,8784 S Tamiami Trl,Sarasota,FL,Sarasota,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,34238
Jazzercise,5300 Colonial Oaks Blvd,Sarasota,FL,Sarasota,1 To 10,"Less Than $500,000",Exercise Facilities,34232
Gold's Gym,250 Nw Peacock Blvd,Port Saint Lucie,FL,Saint Lucie,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,34986
Planet Fitness,10908 W Colonial Dr,Ocoee,FL,Orange,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,34761
Totally You,1903 Butler St,Leesburg,FL,Lake,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,34748
Gold's Gym,1050 E Highway 50,Clermont,FL,Lake,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,34711
Cory Everson Fitness For Women,1598 Balboa Ave,Panama City,FL,Bay,10 To 19,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,32405
Riviera Family Fitness,2500 S Ferdon Blvd,Crestview,FL,Okaloosa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,32536
A C Fitness,8765 Sw 165th Ave,Miami,FL,Miami-Dade,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,33193
El Dorado Furniture,4200 Nw 167th St,Miami Gardens,FL,Miami-Dade,1 To 10,$1 To 2.5 Million,Fitness & Recreational Sports Centers,33054
Fitness International Llc,1900 Se 10th Ave,Fort Lauderdale,FL,Broward,1 To 10,"Less Than $500,000",Physical Fitness Facilities,33316
Champ,570 Memorial Cir,Ormond Beach,FL,Volusia,Unknown,Unknown,Physical Fitness Facilities,32174
Equilibrium,2809 Bird Ave Ste 2f,Miami,FL,Miami-Dade,Unknown,Unknown,Physical Fitness Clubs With Training Equipment,33133
One On One Fitness,1601 Commerce Ln Ste 104,Jupiter,FL,Palm Beach,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,33458
Fitness Therapy,320 N Atlantic Ave,Cocoa Beach,FL,Brevard,Unknown,Unknown,Physical Fitness Facilities,32931
Tennis Pro Shop,5730 Midnight Pass Rd,Sarasota,FL,Sarasota,100 To 249,$10 To 20 Million,Physical Fitness Facilities,34242
Powerhouse Inc,6254 103rd St,Jacksonville,FL,Duval,1 To 10,"Less Than $500,000",Gymnasiums,32210
Ymca,500 Pope Rd,Saint Augustine,FL,Saint Johns,50 To 99,Unknown,Physical Fitness Facilities,32080
Titus Sports Academy,33 Panther Ln,Ponte Vedra,FL,Saint Johns,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32081
Ymca,3322 Moody Ave,Orange Park,FL,Clay,100 To 249,Unknown,Physical Fitness Facilities,32065
Fitness By Frantz,272 Solana Rd,Ponte Vedra Beach,FL,Saint Johns,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32082
Mcarthur Family Ymca,1915 Citrona Dr,Fernandina Beach,FL,Nassau,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32034
Get Fitness,3761 S Nova Rd Ste E,Port Orange,FL,Volusia,10 To 19,"$500,000 To $1 Million",Physical Fitness Facilities,32129
"Oslos, Neil R Md",201 N Clyde Morris Blvd Ste 200,Daytona Beach,FL,Volusia,1 To 10,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,32114
Ymca,284 Union Ave,Crescent City,FL,Putnam,20 To 49,Unknown,Physical Fitness Facilities,32112
Ymca,12735 Gran Bay Pkwy W Ste 250,Jacksonville,FL,Duval,20 To 49,Unknown,Physical Fitness Facilities,32258
American Senior Fitness Assn,1945 W Park Ave,Edgewater,FL,Volusia,1 To 10,Unknown,Physical Fitness Facilities,32132
Tru Fit Personal Training,525 3rd St N # 100,Jacksonville Beach,FL,Duval,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32250
Mbody Yoga,1431 Riverplace Blvd,Jacksonville,FL,Duval,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32207
La Fitness,11901 Atlantic Blvd Unit 800,Jacksonville,FL,Duval,20 To 49,$1 To 2.5 Million,Gymnasiums,32225
Body Balance Institute,4776 Hodges Blvd Ste 204,Jacksonville,FL,Duval,1 To 10,Unknown,Personal Trainers-Fitness,32224
Maxfit,13770 Beach Blvd Ste 13,Jacksonville,FL,Duval,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32224
Atrium Retirement Community,9960 Atrium Way,Jacksonville,FL,Duval,100 To 249,Unknown,Physical Fitness Facilities,32225
Maxville Athletic Assn,18065 Pennsylvania Ave,Jacksonville,FL,Duval,1 To 10,Unknown,Physical Fitness Facilities,32234
Definition Fitness,1950 San Marco Blvd Ste 5,Jacksonville,FL,Duval,10 To 19,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32207
Hard Exercise Works,2777 University Blvd W,Jacksonville,FL,Duval,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,32217
Mana Medical Spa,611 4th St N,Jacksonville Beach,FL,Duval,1 To 10,"Less Than $500,000",Health Spas,32250
North Beach Club & Spa,Po Box 3377,Ponte Vedra Beach,FL,Saint Johns,50 To 99,$2.5 To 5 Million,Physical Fitness Clubs With Training Equipment,32004
Arlington Family Wellness Ctr,9119 Merrill Rd,Jacksonville,FL,Duval,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32225
Xpress Technologies,6622 Southpoint Dr S Ste 370,Jacksonville,FL,Duval,10 To 19,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32216
Ymca,7373 Old Kings Rd S,Jacksonville,FL,Duval,10 To 19,Unknown,Physical Fitness Facilities,32217
In Balance,1629 Race Track Rd Ste 205,Saint Johns,FL,Saint Johns,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32259
A Touch Of Heaven Wellness Spa,7733 W Newberry Rd Ste B1,Gainesville,FL,Alachua,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,32606
Fitness Master,5515 N Davis Hwy,Pensacola,FL,Escambia,1 To 10,$1 To 2.5 Million,Physical Fitness Facilities,32503
Fitness For Everybody,118 Fulmar Cir Ne,Ft Walton Bch,FL,Okaloosa,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32548
Twenty Four Seven,10916 Us Highway 98 W,Miramar Beach,FL,Walton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32550
G B Fitness Ctr,1147 Gulf Breeze Pkwy,Gulf Breeze,FL,Santa Rosa,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32561
Sweat Therapy Fitness Studio,1122 Thomasville Rd Ste 10,Tallahassee,FL,Leon,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32303
Jenny Craig Weight Loss Ctr,1891 Capital Cir Ne Ste 1,Tallahassee,FL,Leon,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32308
Robert E Sweat Llc,2401 Executive Plaza Rd # 7,Pensacola,FL,Escambia,20 To 49,$2.5 To 5 Million,Physical Fitness Facilities,32504
Alpha Displays & Promotions,1412 Fl Ga Hwy,Havana,FL,Gadsden,1 To 10,$2.5 To 5 Million,Physical Fitness Facilities,32333
Alpha Upkudo Karate,5293 Corwin Dr,Tallahassee,FL,Leon,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32303
Rituals Day Spa,21420 Marlin Ave,Panama City Beach,FL,Bay,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,32413
Paradise Fitness,105 Carillon Market St Ste 105,Panama City Beach,FL,Bay,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,32413
Gainesville Health & Fitness,12830 Sw 1st Ln # 100,Newberry,FL,Alachua,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32669
Powerhouse Gym,2200 E Semoran Blvd,Apopka,FL,Orange,20 To 49,"$500,000 To $1 Million",Physical Fitness Facilities,32703
La Fitness,3030 E Semoran Blvd Ste 144,Apopka,FL,Seminole,20 To 49,$1 To 2.5 Million,Physical Fitness Facilities,32703
Gold's Gym,11205 Hutchison Blvd,Panama City Beach,FL,Bay,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32407
Pensacola Country Club Rstrnt,1500 Bayshore Dr,Pensacola,FL,Escambia,50 To 99,$5 To 10 Million,Physical Fitness Facilities,32507
Real Time Fitness,1095 E Nine Mile Rd Unit 1,Pensacola,FL,Escambia,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,32514
Skin Solutions Spa,912 Nw 57th St Ste A,Gainesville,FL,Alachua,1 To 10,"Less Than $500,000",Health Spas,32605
Ymca,2005 Mizell Ave,Winter Park,FL,Orange,20 To 49,Unknown,Physical Fitness Clubs With Training Equipment,32792
Oviedo Ymca Ctr For Health,7900 Red Bug Lake Rd,Oviedo,FL,Seminole,10 To 19,Unknown,Exercise Facilities,32765
Envy Spa,75 Alafaya Woods Blvd,Oviedo,FL,Seminole,1 To 10,"Less Than $500,000",Health Spas,32765
Iglesia Bautista Nuevo Cmnz,519 S Park Ave,Sanford,FL,Seminole,1 To 10,Unknown,Physical Fitness Facilities,32771
J Douglas Williams Ymca,665 Longwood Lake Mary Rd,Lake Mary,FL,Seminole,1 To 10,Unknown,Physical Fitness Facilities,32746
Ymca,761 E International Speedway Blvd,Deland,FL,Volusia,100 To 249,Unknown,Physical Fitness Clubs With Training Equipment,32724
Ymca,3165 Howland Blvd,Deltona,FL,Volusia,1 To 10,Unknown,Physical Fitness Facilities,32725
Jewish Federation,851 N Maitland Ave,Maitland,FL,Orange,1 To 10,Unknown,Physical Fitness Facilities,32751
Ultimate Fitness,2265 Lee Rd Ste 201,Winter Park,FL,Orange,1 To 10,"Less Than $500,000",Exercise Facilities,32789
Elite Strength & Fitness,1312 Palmetto Ave,Winter Park,FL,Orange,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32789
Hard Knocks,9101 International Dr Ste 2300,Orlando,FL,Orange,1 To 10,"Less Than $500,000",Gymnasiums,32819
Ken Bowman Body Coach,2838 Rivers End Rd,Orlando,FL,Orange,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32817
No Excuses Functional Fitness,4390 Carolwood St,Orlando,FL,Orange,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,32812
Jazzercise,3205 Curry Ford Rd,Orlando,FL,Orange,1 To 10,"Less Than $500,000",Exercise Facilities,32806
Florida Fitness Concepts,1039 N Mills Ave,Orlando,FL,Orange,1 To 10,"Less Than $500,000",Physical Fitness Facilities,32803
Ymca Of Central Florida,5160 Pueblo St,Orlando,FL,Orange,1 To 10,Unknown,Physical Fitness Facilities,32819
Club Performax,6525 3rd St Ste 105,Rockledge,FL,Brevard,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,32955
Lake Nona Ymca,9055 Northlake Pkwy,Orlando,FL,Orange,50 To 99,Unknown,Physical Fitness Clubs With Training Equipment,32827
Pilates In Paradise,103400 Overseas Hwy # 2225,Key Largo,FL,Monroe,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,33037
Fight Fit,12425 Taft St,Pembroke Pines,FL,Broward,10 To 19,"Less Than $500,000",Health Clubs Studios & Gymnasiums,33028
Muscle Zone,7232 Taft St,Hollywood,FL,Broward,1 To 10,"Less Than $500,000",Gymnasiums,33024
Little Bit Of Heaven Llc,297 W Cocoa Beach Cswy,Cocoa Beach,FL,Brevard,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,32931
Edward Jones,5270 Babcock St Ne Ste 11b,Palm Bay,FL,Brevard,1 To 10,$1 To 2.5 Million,Physical Fitness Facilities,32905
East Coast Golf Academy,475 E New Haven Ave,Melbourne,FL,Brevard,1 To 10,"Less Than $500,000",Weight Reducing Clubs,32901
Tennistrength & Fitness,2650 S Course Dr Apt 501,Pompano Beach,FL,Broward,100 To 249,$5 To 10 Million,Health Clubs Studios & Gymnasiums,33069
Usk Karate Academy,4394 N State Road 7,Coconut Creek,FL,Broward,1 To 10,"Less Than $500,000",Physical Fitness Facilities,33073
Lighthouse Point Gym,5000 N Federal Hwy,Lighthouse Point,FL,Broward,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,33064
"Devandara, Mark",2122 Blount Rd,Pompano Beach,FL,Broward,1 To 10,$5 To 10 Million,Physical Fitness Facilities,33069
Southwest Day Spa,3204 Ne 5th St,Pompano Beach,FL,Broward,1 To 10,"Less Than $500,000",Health Spas,33062
Fitness Training,2647 E Atlantic Blvd,Pompano Beach,FL,Broward,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,33062
Premier Fitness,11314 Wiles Rd,Coral Springs,FL,Broward,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,33076
You Fit Health Clubs,4171 W Hillsboro Blvd Ste 12,Coconut Creek,FL,Broward,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,33073
Pilates Miami,3936 N Miami Ave,Miami,FL,Miami-Dade,1 To 10,"Less Than $500,000",Exercise Facilities,33127
